date,TweetId,Tweet,created_at,location
2020-11-19  19:31,1329302129966723073,How do we get @JoeBiden to support #MedicareForAll #UniversalHealthCare?,2020-11-19 05:54:59,
2020-11-19  19:31,1329288490744471552,"It doesn't matter who you are or what you do, a healthcare crisis in your family in the United States can destroy y… https://t.co/EU1Nya2VzD",2020-11-19 05:00:47,PA Congressional District 04
2020-11-19  19:31,1329279072346619904,"RT @alt_pod: Pls esp.young women,early detection,early prevention. 
#BreastCancerAwareness #breastcancerawarenessmonth #UniversalHealthCare…",2020-11-19 04:23:22,Japan
2020-11-19  19:31,1329244911506485248,Holy f' I've never been angrier in my life. Watching the NBA draft on a stream which is apparently a Canadian feed… https://t.co/hVSIGYOgPB,2020-11-19 02:07:37,"Denver, CO"
2020-11-19  19:31,1329194797525917696,"RT @JimX09472902: @DarrellIssa I live in CA too and simply wanting affordable healthcare is not ""radical"" or communist. We are one of the f…",2020-11-18 22:48:29,
2020-11-19  19:31,1329193261257302016,"RT @centeringpendu1: @MPJulian Thank you for keeping the fight to help the vulnerable Peter! #Pharmacare has been due, since #UniversalHeal…",2020-11-18 22:42:23,Canada
2020-11-19  19:31,1329190616148758530,"In 2016 (&amp;2020), I volunteered for Bernie. After the disappointment of 2016, I discovered WA ballot measures: the p… https://t.co/hscIkopyio",2020-11-18 22:31:52,"Nine Mile Falls, WA"
2020-11-19  19:31,1329189007037665280,"RT @alt_pod: Pls esp.young women,early detection,early prevention. 
#BreastCancerAwareness #breastcancerawarenessmonth #UniversalHealthCare…",2020-11-18 22:25:29,ARPANET
2020-11-19  19:31,1329185219350499336,"RT @centeringpendu1: @MPJulian Thank you for keeping the fight to help the vulnerable Peter! #Pharmacare has been due, since #UniversalHeal…",2020-11-18 22:10:26,
2020-11-19  19:31,1329180761522647044,"@MPJulian Thank you for keeping the fight to help the vulnerable Peter! #Pharmacare has been due, since… https://t.co/7g2pxNVaXj",2020-11-18 21:52:43,Canada
2020-11-19  19:31,1329163799262351360,"@nyctaxicabtales
Dude #publichealth #Advocate Said: #BidenHarris Administration Will Create #UniversalHealthcare . https://t.co/CREZSve0hx",2020-11-18 20:45:19,New York City 
2020-11-19  19:31,1329161056288030720,@CoriBush both critical to a functioning market economy.  #CancelStudentDebt #UniversalHealthCare,2020-11-18 20:34:25,
2020-11-19  19:31,1329157167946063873,"Time for my yearly post where I bitch about not being able to afford health insurance through the Marketplace, and… https://t.co/2uLMb1u1f5",2020-11-18 20:18:58,Michigan
2020-11-19  19:31,1329154493129232384,"@DarrellIssa I live in CA too and simply wanting affordable healthcare is not ""radical"" or communist. We are one of… https://t.co/HgRpQ7uqDK",2020-11-18 20:08:20,"Los Angeles, CA"
2020-11-19  19:31,1329154052014239744,"The United States CAN afford #universalhealthcare ... which includes #abortionaccess , comprehensive… https://t.co/vyvAR48G5U",2020-11-18 20:06:35,"OR, WA, ID, AK"
2020-11-19  19:31,1329151871156686848,"@curtisstigers Part of the problem is we have no nationalized education system, no nationalized healthcare.  We’re… https://t.co/nrmoxG8KvD",2020-11-18 19:57:55,CT
2020-11-19  19:31,1329140964510806020,"@sunrisemvmt Impl.#universalhealthcare, #forgivestudentdebt, #INDIGENOUS repatriation, remove pledge of allegiance… https://t.co/KxfnBKTXrN",2020-11-18 19:14:34,The Boonies
2020-11-19  19:31,1329137072641351680,"I've had 2 jobs in the past 7 years. The insurance provider changed 6 times. It's hard enough to find doctors, I ha… https://t.co/O3qTyNVpy3",2020-11-18 18:59:06,
2020-11-19  19:31,1329133564533891074,"RT @BillDole7: @KamalaHarris @JoeBiden here's a start: #banfracking, create #climatejustice, #AbolishICE, implement #nuclearban and destroy…",2020-11-18 18:45:10,Earth
2020-11-19  19:31,1329131523707027457,"@KamalaHarris @JoeBiden here's a start: #banfracking, create #climatejustice, #AbolishICE, implement #nuclearban an… https://t.co/6JjzHoQys8",2020-11-18 18:37:03,
2020-11-19  19:31,1329130092472135680,"@emiliavalos @JoeBiden @KamalaHarris Sending prayers for healing to your Papa.

#UniversalHealthcare… https://t.co/KKlNeRNVIn",2020-11-18 18:31:22,Hermanas paraíso
2020-11-19  19:31,1329117859637768195,"Latest interview is up

Susana, from #Venezuela talks about #UniversalHealthcare #Economy #Coronavirus #Socialism… https://t.co/Uoq7PAFefh",2020-11-18 17:42:46,"Lehigh Valley, PA"
2020-11-19  19:31,1329112097704308739,"This is what it costs you to break your wrist in Sweden
#MedicareForAll #M4A #UniversalHealthCoverage… https://t.co/EIEKyeC2Sj",2020-11-18 17:19:52,Germany
2020-11-19  19:31,1329106013404995589,"@BACarver @Public_Citizen The downfall there is Medicare.

Medicare:
- has a monthly premium
- co-pays
- only cover… https://t.co/r8rgNLdqAT",2020-11-18 16:55:41,Praying Mantis Hope
2020-11-19  19:31,1329105083888402433,Shame does not work to change behaviors and only creates additional problems. We must combat the systemic issues th… https://t.co/o7u089q65t,2020-11-18 16:52:00,
2020-11-19  19:31,1329079085717352448,@__Stellaaaar lol corporations are the real monopolizers 😈 The US should've been implemented #UniversalHealthCare (… https://t.co/UY2srJatJ0,2020-11-18 15:08:41,973
2020-11-19  19:31,1329038869455654913,Half the world’s population lacks access to basic health care.  Strong and resilient health systems are critical to… https://t.co/FAopDQUW1Q,2020-11-18 12:28:53,Nigeria
2020-11-19  19:31,1329028228477050881,@llcoolj How can they be pro life and not support #UniversalHealthcare a #LivingWage #FoodPrograms and #LowIncomeHousing,2020-11-18 11:46:36,"Wisconsin, USA"
2020-11-19  19:31,1329017982849343495,"🔑 to #UniversalHealthcare is Community Health Workers!

That's why @cafafricafund @DirectRelief are sending million… https://t.co/YkTe7o8HZ4",2020-11-18 11:05:53,Accra & Freetown 
2020-11-19  19:31,1328997698263977985,"When the late #KenWalibora died when he couldn't get ambulance services after the fatal accident, our legislators w… https://t.co/ALRCNqdD0p",2020-11-18 09:45:17,"Nairobi, Kenya"
2020-11-19  19:31,1328928153767698434,RT @couchpilotnye: HAWT. And proceeds go to @WholeWashington and their 2021 ballot initiative to pass #UniversalHealthcare https://t.co/EoY…,2020-11-18 05:08:56,Seattle
2020-11-19  19:31,1328914425458298881,"Insurance is there to impede your Healthcare services.

#UniversalHealthcare 
This is absolutely shameful. https://t.co/43AdaPT7r1",2020-11-18 04:14:23,Hermanas paraíso
2020-11-19  19:31,1328904703325958152,"@drpatfarrell It's all I have been seeing all evening on TV. Joe Namath, Joel Theisman...elderly athletes pitching… https://t.co/cUmDHaII6Z",2020-11-18 03:35:45,"Missouri, USA"
2020-11-19  19:31,1328903876121034757,#UniversalHealthCare should not be controversial. https://t.co/yTMtxwV55q,2020-11-18 03:32:28,"Melbourne, Victoria"
2020-11-19  19:31,1328896102104522752,"@kristine_kenyon @BillyBaldwin PS I think the proper term for what we want is #UniversalHealthcare, not M4A.

But I… https://t.co/e2sKyYewId",2020-11-18 03:01:35,Praying Mantis Hope
2020-11-19  19:31,1328883234445385731,"@angie749 @Public_Citizen So very true.
Thanks for the support.

Can you help with the #UniversalHealthcare vs M4A… https://t.co/UrDrHh9a0w",2020-11-18 02:10:27,Praying Mantis Hope
2020-11-19  19:31,1328882840495214593,RT @couchpilotnye: HAWT. And proceeds go to @WholeWashington and their 2021 ballot initiative to pass #UniversalHealthcare,2020-11-18 02:08:53,"Washington, USA"
2020-11-19  19:31,1328882582260379648,RT @couchpilotnye: HAWT. And proceeds go to @WholeWashington and their 2021 ballot initiative to pass #UniversalHealthcare,2020-11-18 02:07:51,"Tacoma, WA"
2020-11-19  19:31,1328878804270346240,HAWT. And proceeds go to @WholeWashington and their 2021 ballot initiative to pass #UniversalHealthcare https://t.co/EoYcGdscJv,2020-11-18 01:52:50,"Seattle, WA"
2020-11-19  19:31,1328877383500369920,"We also pay for others through our taxes (aka universal healthcare) and have no problem doing so, and we reject the… https://t.co/RxvL3uvf0c",2020-11-18 01:47:12,"Toronto, Ontario"
2020-11-19  19:31,1328873226483625985,All @JoeBiden hast to do is put some bullshit words on a piece of bullshit paper and then sign his bullshit name fo… https://t.co/dV3BMVtZje,2020-11-18 01:30:41,"Florida, USA"
2020-11-19  19:31,1328852352858812417,"And if MPs ask where the money will come from, tell them to reopen the #wealthtax debate they shut down#canpoli… https://t.co/3AxMHiPvGX",2020-11-18 00:07:44,Toronto
2020-11-19  19:31,1328846087277350912,System. Let’s get a discussion going #universalhealthcare #urban #rural #dontforgetaboutus 2/2,2020-11-17 23:42:50,
2020-11-19  19:31,1328829064472387588,"RT @felamast: Okay 2021
#AbolishElectoralCollege
#BanGerryMandering
Install #WealthTax
Cut #MilitarySpending
Install #UniversalHealthcare
#…",2020-11-17 22:35:12,Earth
2020-11-19  19:31,1328821826491920385,"Okay 2021
#AbolishElectoralCollege
#BanGerryMandering
Install #WealthTax
Cut #MilitarySpending
Install… https://t.co/1MgQPixuYU",2020-11-17 22:06:26,
2020-11-19  19:31,1328808679492251652,@senatemajldr @SpeakerPelosi @SenSchumer @JoeBiden @KamalaHarris @GregAbbott_TX @SenTedCruz This should not be happ… https://t.co/ZMuTI3YAr5,2020-11-17 21:14:11,
2020-11-19  19:31,1328800900434063362,"RT @AgapeLoveAllDay: I'm not talking the small insurance companies. I'm talking the CEOs of Cigna, Aetna, and others. Meanwhile Americans a…",2020-11-17 20:43:17,"Dallas, TX"
2020-11-19  19:31,1328800804258664448,RT @AgapeLoveAllDay: @JoeBiden I chose you. I am also a nurse who is tired of watching people suffer because they can't afford healthcare a…,2020-11-17 20:42:54,"Dallas, TX"
2020-11-19  19:31,1328800033572089856,"I'm not talking the small insurance companies. I'm talking the CEOs of Cigna, Aetna, and others. Meanwhile American… https://t.co/FfPpGMMBO6",2020-11-17 20:39:50,Wakanda
2020-11-19  19:31,1328798960841068552,RT @AgapeLoveAllDay: @JoeBiden I chose you. I am also a nurse who is tired of watching people suffer because they can't afford healthcare a…,2020-11-17 20:35:34,513
2020-11-19  19:31,1328798513111633920,@KLoeffler @ReverendWarnock You realize we’re literally the ONLY developed country that doesn’t have… https://t.co/7kN6OW1nVv,2020-11-17 20:33:48,"Palm Coast, FL"
2020-11-19  19:31,1328797503169368068,@JoeBiden I chose you. I am also a nurse who is tired of watching people suffer because they can't afford healthcar… https://t.co/dukww28XJR,2020-11-17 20:29:47,Wakanda
2020-11-19  19:31,1328794633883820034,Remove the predatorial aspect from building one's future by engaging a system that cancels student debt + provides… https://t.co/04c72BNahl,2020-11-17 20:18:23,"Midgardr, Yggdrasil   "
2020-11-19  19:31,1328780059314884608,And who is paying for their medical bills post hospital and recuperation. #universalhealthcare https://t.co/oK8S1XWfAz,2020-11-17 19:20:28,"Outside; rain, shine or snow."
2020-11-19  19:31,1328774157799206914,"Healthcare and Pharmacare are human rights and should never be profited from.

#UniversalHealthcare… https://t.co/3FGoMWoinx",2020-11-17 18:57:01,"West Virginia, USA"
2020-11-19  19:31,1328766600242192389,"While I continue to advocate for #universalhealthcare for all Americans, a public option is a critical step to bett… https://t.co/T86I2p5sAY",2020-11-17 18:26:59,"Louisville, KY"
2020-11-19  19:31,1328760586830827522,Nunavut knows poor health system tragedy already.  There will be few other exceptions to the #COVID19 lesson on wha… https://t.co/JfTtXUyUzk,2020-11-17 18:03:05,"Ontario, CA; Florida, USA"
2020-11-19  19:31,1328756909361356801,High health care costs still “catastrophic” to millions despite insurance coverage https://t.co/hB5YUfSZMZ… https://t.co/7RumGyMafd,2020-11-17 17:48:28,California
2020-11-19  19:31,1328750592425127946,"We #Democrats need to get serious about a plan to resolve the flaws in the #ACA.

Now that own and operate a small… https://t.co/eXR2zYUvXB",2020-11-17 17:23:22,"Richmond, VA"
2020-11-19  19:31,1328749344749617152,"RT @bernieshq: I am getting more and more frustrated being confronted with brain dead Americans who repeat #UniversalHealthcare is ""communi…",2020-11-17 17:18:25,"Salt Lake City, UT"
2020-11-19  19:31,1328747570143834116,"RT @bernieshq: I am getting more and more frustrated being confronted with brain dead Americans who repeat #UniversalHealthcare is ""communi…",2020-11-17 17:11:22,
2020-11-19  19:31,1328746056448925697,"RT @bernieshq: I am getting more and more frustrated being confronted with brain dead Americans who repeat #UniversalHealthcare is ""communi…",2020-11-17 17:05:21,Rust Belt
2020-11-19  19:31,1328745878723637248,"RT @bernieshq: I am getting more and more frustrated being confronted with brain dead Americans who repeat #UniversalHealthcare is ""communi…",2020-11-17 17:04:39,"Florida, USA"
2020-11-19  19:31,1328742960968724485,"RT @bernieshq: I am getting more and more frustrated being confronted with brain dead Americans who repeat #UniversalHealthcare is ""communi…",2020-11-17 16:53:03,Everywhere
2020-11-19  19:31,1328742850817904643,"@ossoff I watched a video interview of you not backing anything that will actually HELP us, mainly #SinglePayer… https://t.co/rPejmQ6gAK",2020-11-17 16:52:37,"Texas, USA"
2020-11-19  19:31,1328742006307360772,I am getting more and more frustrated being confronted with brain dead Americans who repeat #UniversalHealthcare is… https://t.co/rMJMaT3aYp,2020-11-17 16:49:15,Germany
2020-11-19  19:31,1328738637312307202,#Madonna called the #CoronaVirusPandemic 'the great equalizer' but #COVID19 has actually exposed gross inequalities… https://t.co/TAvv281j0A,2020-11-17 16:35:52,New York
2020-11-19  19:31,1328732722664235008,@sondra_watkins @BharatRamamurti Insane! Mine cost 10K! ER refused to disclose cost @ time of treatment. Many peopl… https://t.co/vX40QzT2kZ,2020-11-17 16:12:22,
2020-11-19  19:31,1328722146282119169,This year has proven the worth of a solid health care plan. This article discusses the importance of universal heal… https://t.co/odOa80pGsd,2020-11-17 15:30:20,
2020-11-19  19:31,1328715642837594113,"RT @martell_sincere: Yesterday at work, I had talked to this new #Cubana #latina. 
She's 19, #funsize, #intelligent, #nice #legs, #cuteface…",2020-11-17 15:04:30,Deutschland
2020-11-19  19:31,1328709727824605186,@RBitchardson Im so glad you had insurance. I can’t imagine what those bills would look like! 😬 but regardless it’s… https://t.co/SW2f5VM5ec,2020-11-17 14:41:00,Bomb City
2020-11-19  19:31,1328707036469735425,"RT @opnmindtexas: @RepPressley #SINGLEPAYER #UNIVERSALHEALTHCARE is a racial justice issue, but you don't support it. You never have.

Why…",2020-11-17 14:30:18,Gotham City
2020-11-19  19:31,1328704948842999810,"@RepPressley #SINGLEPAYER #UNIVERSALHEALTHCARE is a racial justice issue, but you don't support it. You never have.… https://t.co/AGz7Nistht",2020-11-17 14:22:00,"Texas, USA"
2020-11-19  19:31,1328703713406488578,"@RealDeadhead @AACWrath @AOC @BoulderLeah20 I believe in cancelling all student debt, definitely. Every last penny.… https://t.co/afNVt10GhI",2020-11-17 14:17:06,"Texas, USA"
2020-11-19  19:31,1328698829219057664,"Yesterday at work, I had talked to this new #Cubana #latina. 
She's 19, #funsize, #intelligent, #nice #legs,… https://t.co/7ybdq8Wc2V",2020-11-17 13:57:41,"Maumee, OH"
2020-11-19  19:31,1328696744968851457,"@SenWarren EXCUSE ME BUT... THAT IS NOT THE MOST IMPORTANT NEED ATM.

PEOPLE NEED A UBI AND #SINGLEPAYER… https://t.co/oSUEsFsSKf",2020-11-17 13:49:24,"Texas, USA"
2020-11-19  19:31,1328692296280281088,@dmtoft #Canada I was fortunate enough to take a vacation to #BritishColumbia several years before the pandemic hit… https://t.co/pFEInPHtaV,2020-11-17 13:31:43,"California, USA"
2020-11-19  19:31,1328603784696705024,"RT @PixelsWork: Health Care Vinyl Sticker, 
#Resistance , #Socialism  #Stickers , #antiracist , #Socialist , #AntiCapitalism, #UniversalHea…",2020-11-17 07:40:01,
2020-11-19  19:31,1328573963052658690,"@BharatRamamurti Cancel Medical Debt instead, thanks and goodnight #universalhealthcare",2020-11-17 05:41:31,
2020-11-19  19:31,1328554081963692034,Imagine that happening to #UniversalBasicIncome and #universalHealthcare. https://t.co/msZ1Sfo0bv,2020-11-17 04:22:31,"New York City, New York"
2020-11-19  19:31,1328553971988844544,"OLYMPUS fell•

Pick O.L.Y.M.P.U.S. back up ~

Occupy Loving Your Megan Peter United States•

North &amp; South America… https://t.co/mHuByLPrOB",2020-11-17 04:22:04,"Florida, USA"
2020-11-19  19:31,1328548668723511298,"@LeonaleoneE @Bakari_Sellers @JoeBiden My vote is for #UniversalHealthcare 

Freeing the babies from cages and reun… https://t.co/oXqMi5cbBt",2020-11-17 04:01:00,Hermanas paraíso
2020-11-19  19:31,1328522337684164610,One of my other big takeaways from @ReverendWarnock's #healthcare meeting is - all the RURAL doctors are saying we… https://t.co/0wQbyAnoLs,2020-11-17 02:16:22,Chattanooga WAS: Athens GA
2020-11-19  19:31,1328517470877958144,@UHC is the worst insurance ever. I am now going to have to pay $166 out of pocket after a coupon for my inhaler. T… https://t.co/9aSmSP5ysu,2020-11-17 01:57:02,WA
2020-11-19  19:31,1328499056805519361,"As President, iGet to give America #UniversalHealthcare Nothing Else Matters #NeverForget that!! #PiNK2020 #BRiGHTPiNK2024",2020-11-17 00:43:52,"Florida, USA"
2020-11-19  19:31,1328497642750537731,"RT @PixelsWork: Health Care Vinyl Sticker, 
#Resistance , #Socialism  #Stickers , #antiracist , #Socialist , #AntiCapitalism, #UniversalHea…",2020-11-17 00:38:14,Romania
2020-11-19  19:31,1328490408150700032,We demand the expansion of Medicaid in every state and the protection of Medicare and single-payer universal health… https://t.co/FZG8IPLRBT,2020-11-17 00:09:30,
2020-11-19  19:31,1328484288749314050,What sounds better to you -- a sizable portion of your check paid to insurers who decide which doctors you can see… https://t.co/5CAJbLZa0M,2020-11-16 23:45:11,
2020-11-19  19:31,1328478706537541633,This author argues the #foodsystem is not broken but instead functioning exactly as intended to bring us cheap food… https://t.co/Ez0X1Isu3J,2020-11-16 23:23:00,
2020-11-19  19:31,1328473484494852098,"@JoeBiden And #UniversalHealthcare, please. I’m tired (and scared) of having to choose between paying our rent and… https://t.co/bD6ifr5nqA",2020-11-16 23:02:15,"Palm Coast, FL"
2020-11-19  19:31,1328457325221392386,"@SXMUrbanView @karenhunter I tried to get #COVID19 test and one place didn't take my insurance, another said they w… https://t.co/mn3rTmnoNk",2020-11-16 21:58:02,Somewhere in New Jersey
2020-11-19  19:31,1328449300783718400,Discussing healthcare inequities is not complete without discussing healthcare access and resources. #AAMC20 #ACA #UniversalHealthCare,2020-11-16 21:26:09,
2020-11-19  19:31,1328445664292859904,"Hard for me to believe I agree with Scaramucci... but this is true.  If Dems keep pushing this, we have less chance… https://t.co/xTlB9wWc3v",2020-11-16 21:11:42,West Seattle
2020-11-19  19:31,1328443519304753152,#UniversalHealthCare All people are entitled to good health. Hallmark of successful Democracies. https://t.co/RK1a30MdxM,2020-11-16 21:03:10,United States 🇱🇷
2020-11-19  19:31,1328442241656909825,@gaangster This is why #MedicareForAll #UniversalBasicIncome (#UBI) #UniversalHealthcare &amp; #SinglePayer need to mat… https://t.co/ETdgtYXmBw,2020-11-16 20:58:06,"Bremerton, Washington State"
2020-11-19  19:31,1328433755929735169,@CNN Y’all love this nonsense because it gives you more stoopidish stuff to report on instead of reporting about ou… https://t.co/fsGs0lcMhV,2020-11-16 20:24:23,Rancho Relax Mirage California
2020-11-19  19:31,1328428216424361984,"The calvary isn't coming. fr
#RecoveryUBI #UBI #BasicIncome #UniversalHealthcare #StimulusChecksNOW https://t.co/zp3NVXWgn9",2020-11-16 20:02:22,
2020-11-19  19:31,1328426372507848705,"With the pandemic hitting the country hard, how has the system responded? This article discusses some issues within… https://t.co/qaSOoFu7YT",2020-11-16 19:55:02,
2020-11-19  19:31,1328421337522692097,"Health care is a hugely important issue, all over the world. This article discusses the situation regarding univers… https://t.co/NYUZdMGMSM",2020-11-16 19:35:02,
2020-11-19  19:31,1328399854935056384,@raising_hill You’re actually insane. We are advocating for #UniversalHealthCare and policy that saves the planet. What do you stand for?,2020-11-16 18:09:40,DTLA
2020-11-19  19:31,1328395944774291457,I'm not sad about going into lockdown. I am sad about having a system in which prioritizing people's health and saf… https://t.co/Z9TwDJX2kq,2020-11-16 17:54:08,"Not Portland, Oregon, USA"
2020-11-19  19:31,1328392481071837186,"RT @PixelsWork: Health Care Vinyl Sticker, 
#Resistance , #Socialism  #Stickers , #antiracist , #Socialist , #AntiCapitalism, #UniversalHea…",2020-11-16 17:40:22,In my own world
2020-11-19  19:31,1328390610626113537,"RT @warmvegetables: Wanting others to struggle is not a measure of individual success, rather the yardstick by which we measure the failure…",2020-11-16 17:32:56,
2020-11-19  19:31,1328390108953911303,"Wanting others to struggle is not a measure of individual success, rather the yardstick by which we measure the fai… https://t.co/rFsO4mp6UL",2020-11-16 17:30:56,"Charlotte, NC"
2020-11-19  19:31,1328374802768293891,"@EricTopol @ScottGottliebMD @ReedAbelson @AmerMedicalAssn @AAMCtoday Add to this, the fact that our profit-driven m… https://t.co/unJxWTsgXg",2020-11-16 16:30:07,Los Angeles
2020-11-19  19:31,1328361841303515136,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 15:38:37,
2020-11-19  19:31,1328359334502391808,"Americans are dying with an average of $62,000 of debt https://t.co/qmU2UdaDRU #universalhealthcare",2020-11-16 15:28:39,"Atlanta, GA"
2020-11-19  19:31,1328352489142444032,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 15:01:27,
2020-11-19  19:31,1328351663372066817,"Health Care Vinyl Sticker, 
#Resistance , #Socialism  #Stickers , #antiracist , #Socialist , #AntiCapitalism,… https://t.co/HgvYC5e5Rg",2020-11-16 14:58:10,Romania
2020-11-19  19:31,1328350227959582721,RT @_Moses_Kuria: I recently heard someone comparing the management of digital transformation in healthcare to drinking from a fire hose.…,2020-11-16 14:52:28,Global
2020-11-19  19:31,1328350202474926081,I recently heard someone comparing the management of digital transformation in healthcare to drinking from a fire h… https://t.co/F7MmSXJ5hF,2020-11-16 14:52:22,Nairobi
2020-11-19  19:31,1328339495368990720,I'd like to propose a creative solution to the Dems #socialism issue. We need to frame #universalhealthcare as a gr… https://t.co/ATaFwsMdOf,2020-11-16 14:09:49,Florida
2020-11-19  19:31,1328283923680530438,@BarackObama Twice Obama worked for the candidates who mirrored his policies and arrogantly pushed Sanders aside.… https://t.co/HvB1iVtoqM,2020-11-16 10:29:00,
2020-11-19  19:31,1328230666828386305,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 06:57:22,
2020-11-19  19:31,1328206845660585986,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 05:22:43,
2020-11-19  19:31,1328197827927838720,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 04:46:53,"Los Angeles, Ca"
2020-11-19  19:31,1328197623405301761,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 04:46:04,
2020-11-19  19:31,1328191461192593413,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 04:21:35,
2020-11-19  19:31,1328188036492840961,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 04:07:59,
2020-11-19  19:31,1328187073086574592,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 04:04:09,United States
2020-11-19  19:31,1328186766650535937,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 04:02:56,"San Francisco, CA"
2020-11-19  19:31,1328186370427334656,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 04:01:21,"Swing State, FL"
2020-11-19  19:31,1328186346431713280,"RT @smartdissent: ICYMI: Over 1,000,000 Americans Have Lost Health Insurance Under Trump https://t.co/AZppiBU3MZ #SmartDissent #Obamacare #…",2020-11-16 04:01:16,"Coral Gables, Florida, U.S.A. "
